ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00009410,PR-40000539,"Tennyson Preschool by Handprints","Handprints ELC Pty Ltd","Centre-Based Care","50 Tennyson Avenue",TURRAMURRA,NSW,2074,0285294022,,,43,05/05/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2019",13/01/2025,"June 2026",Yes,No,No,No,No,No,No,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009411,PR-40027065,"Bluebird Early Education Bexley","VOXARK PTY LTD","Centre-Based Care","14-16 Preddys Road",BEXLEY,NSW,2207,0295022555,,,91,22/12/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2019",11/08/2025,"December 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009412,PR-00003892,"Tweed Heads Community Pre-School","Tweed Heads Community Pre-School Incorporated","Centre-Based Care","Florence Street","TWEED HEADS",NSW,2486,0755361221,,,20,20/06/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2018",,"May 2026",No,No,Yes,No,No,No,No,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009414,PR-00003805,"Twinkle Tots Cottage","Twinkle Tots Cottage Pty Ltd","Centre-Based Care","18 Wentworth Avenue",WAITARA,NSW,2077,0299432095,,,40,03/04/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2018",,"June 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009415,PR-00004753,"Twinklestar Childcare (Kings Langley)","Twinklestar Childcare Pty Ltd","Centre-Based Care","Kings Langley Pre School, 10 Solander Road","KINGS LANGLEY",NSW,2147,0296747322,0296486988,,59,09/06/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2024","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Aug 2023",,"August 2026",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009416,PR-00004753,"Twinklestar Childcare Granville","Twinklestar Childcare Pty Ltd","Centre-Based Care","89 Good Street",GRANVILLE,NSW,2142,0296825200,0296486988,,50,06/05/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2021",,"June 2026",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,00:00,00:05,00:00,00:05,No
SE-00009417,PR-00004753,"Twinklestar Childcare Beecroft","Twinklestar Childcare Pty Ltd","Centre-Based Care","3 Welham St",BEECROFT,NSW,2119,0298681771,0296486988,,29,30/10/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2023","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Apr 2019",,"September 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009418,PR-00005708,"Ulladulla Children's Centre","Ulladulla Childrens' Centre Incorporated","Centre-Based Care","31 Hollywood Avenue",ULLADULLA,NSW,2539,0244551006,,,40,30/06/2009,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2024","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2021",,"August 2026",Yes,No,No,No,No,No,No,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009419,PR-40022272,"Naturally Curious Early Education and Care Centre","KIDS CONSORTIUM VENTURES PTY LTD","Centre-Based Care","254 Green Street",ULLADULLA,NSW,2539,0244541006,,,24,11/02/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2022","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Jun 2019",04/10/2021,"January 2026",Yes,No,No,No,No,No,No,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009420,PR-00005475,"Coastal Kids Education and Care - Umina","Central Coast Council","Centre-Based Care","10 Australia Avenue",UMINA,NSW,2257,0243423633,0243445418,,50,30/06/2009,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Oct 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Jan 2020",,"December 2025",Yes,No,No,No,No,No,Yes,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009421,PR-40001112,"Milestones Early Learning Umina","Affinity Education Group Pty Limited","Centre-Based Care","4-8 Nowack Ave","UMINA BEACH",NSW,2257,"02 4344 4000",,,72,08/05/2007,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Mar 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2021",11/12/2020,"March 2026",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009422,PR-00004055,"UOW Pulse Children's Services - Kids Uni CBD","UOW Pulse LTD","Centre-Based Care","12-14 Ellen Street",WOLLONGONG,NSW,2500,0242393900,0242264717,,69,23/06/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Sep 2018",,"June 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009423,PR-00004055,"UOW Pulse Children's Services - Kids Uni North","UOW Pulse LTD","Centre-Based Care","Building 10, University of Wollongong, Northfields Ave",GWYNNEVILLE,NSW,2500,"02 4221 8033",0242218034,,59,01/05/2009,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2019",,"June 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009424,PR-00004055,"UOW Pulse Children's Services - Kids Uni South","UOW Pulse LTD","Centre-Based Care","Building 10, University of Wollongong, Northfields Ave",GWYNNEVILLE,NSW,2500,0242218038,,,59,01/05/2009,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2019",,"June 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009425,PR-00006982,"Western Sydney University Early Learning Campbelltown","Western Sydney University Early Learning Limited","Centre-Based Care","Western Sydney University, Campbelltown, Building 19, Goldsmith Avenue",CAMPBELLTOWN,NSW,2560,0246203536,,,55,09/11/2008,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Jul 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Nov 2019",02/03/2012,"April 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009426,PR-00003428,"Uniting Care Burwood Preschool","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","134A Burwood Road",BURWOOD,NSW,2134,0297443469,0297470183,,40,22/08/2009,"Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Jun 2025","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Nov 2019",,"August 2026",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009427,PR-00003428,"Uniting Dove Cottage Early Learning Bankstown","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","Cnr Sir Joseph Banks and Milton Streets",BANKSTOWN,NSW,2200,0297074041,0297915390,,40,01/12/2008,"Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Jul 2024","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2018",,"April 2026",Yes,No,No,No,No,No,No,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009428,PR-00003428,"Uniting Ella Early Learning Haberfield","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","1 Winchcombe Avenue",HABERFIELD,NSW,2045,0297167584,0297164999,,42,07/12/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2024","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Jul 2018",,"March 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009429,PR-00003428,"Uniting St Luke's Preschool Belmont North","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","6 Narla Road",BELMONT,NSW,2280,0249453449,,,60,14/05/2009,"Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2024","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2018",,"June 2026",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009430,PR-00003428,"UnitingCare St Matthews Preschool","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","Cnr Edgar & Rose Streets","BAULKHAM HILLS",NSW,2153,0296398570,,,60,23/08/2007,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Dec 2023","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2018",,"August 2026",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009431,PR-00003428,"Uniting Susanna Early Learning Oxley Park","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","57 Brisbane Street","OXLEY PARK",NSW,2760,0286632100,0298334427,,25,12/01/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Mar 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2019",,"September 2026",Yes,No,No,No,No,No,No,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009432,PR-00003428,"Uniting White Dove Early Learning Condell Park","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","Cnr Cragg & Lancelot Streets","CONDELL PARK",NSW,2200,0297085108,,,40,24/05/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2023","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Jul 2018",,"January 2026",Yes,No,No,No,No,No,No,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009433,PR-00003428,"Uniting Kids Care Early Learning Springwood","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","4 Lewin Street",SPRINGWOOD,NSW,2777,0247496100,0247516781,,40,15/03/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2019",,"March 2026",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009434,PR-00003428,"Uniting Preschool Caringbah","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","120 Willarong Road",CARINGBAH,NSW,2229,0295257893,0295254680,,40,24/10/2008,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2021","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2016",,"May 2026",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:15,15:45,08:15,15:45,08:15,15:45,08:15,15:45,08:15,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009435,PR-00003428,"UnitingCare Wesley Preschool Kindergarten","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","32-34 Showground Road","CASTLE HILL",NSW,2154,0296345282,0288501156,,42,04/08/2009,"Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jun 2019",,"June 2026",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009436,PR-00003428,"Uniting West Bexley Preschool","The Uniting Church In Australia Property Trust (NSW)","Centre-Based Care","80A St Georges Rd",BEXLEY,NSW,2207,0291505022,0291505011,,50,26/04/2007,"Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Jun 2021","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2016",,"July 2026",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009437,PR-00003605,"Upper Hunter Early Learning Centre","Upper Hunter Shire Council","Centre-Based Care","72 Main Street",SCONE,NSW,2337,"02 6540 1345","02 6545 2671",,57,18/05/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2019",,"September 2025",Yes,No,No,No,No,No,No,07:45,17:30,07:45,17:30,07:45,17:30,07:45,17:30,07:45,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009438,PR-00003605,"Upper Hunter Family Day Care","Upper Hunter Shire Council","Family Day Care","135 Liverpool Street",SCONE,NSW,2337,0265401151,"02 6545 2671","The approved provider must ensure that the maximum number of family day care educators employed or engaged by the service does not exceed 50. The approved provider must employ at least 1 full time qualified family day care co-ordinator for every 25 family day care educators providing education and care to children. ",,26/04/2008,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2018",,"March 2026",No,No,No,No,No,No,No,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009439,PR-00004970,"Upper Macleay Preschool","Upper Macleay Pre-School Incorporated","Centre-Based Care","Upper Macleay Pre School, 77 Main Street",WILLAWARRIN,NSW,2440,"02 6567 1491",,,20,01/09/2009,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2021","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Sep 2016",,"August 2026",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,08:00,15:30,08:00,15:30,08:00,15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009440,PR-00003487,"Uralla Preschool","Uralla Pre School Kindergarten","Centre-Based Care","5 Hill Street",URALLA,NSW,2358,0267784510,0267784510,,40,26/08/2008,"Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Jun 2021",,"May 2026",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009441,PR-00004174,"Uranquinty Preschool","Uranquinty Pre School Association Inc","Centre-Based Care","80 Connorton St",URANQUINTY,NSW,2652,"02 6922 9787",0269229787,,20,10/10/2006,"Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","May 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2020",,"March 2026",No,No,Yes,No,No,No,No,,,,,08:30,16:00,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009442,PR-00003511,"Urunga Community Preschool Incorporated","Urunga Community Preschool Incorporated","Centre-Based Care","Minerva Lane",URUNGA,NSW,2455,"02 6655 6752",,,29,01/11/2008,"Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Mar 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2020",,"February 2026",No,No,Yes,No,No,No,No,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009443,PR-00006982,"Western Sydney University Early Learning Hawkesbury","Western Sydney University Early Learning Limited","Centre-Based Care","Western Sydney University, Hawkesbury Campus, Building P3 & P4, Bourke St",RICHMOND,NSW,2753,0245701617,,,65,05/05/2008,"Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Nov 2017",02/03/2012,"August 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00009444,PR-00000898,"Community Kids Valentine Early Education Centre","G8 Education Limited","Centre-Based Care","34 Connaught Road",VALENTINE,NSW,2280,0249427051,,,39,26/08/2007,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2018",28/11/2014,"July 2026",Yes,No,No,No,No,No,No,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
